100;320
50;26
21
22;90;3041.8799062687403
22;43;4866.6423548937555
22;3;1729.8356752752336
22;63;4688.631568674198
83;29;986.868695728298
83;23;1334.0653145779877
83;66;1425.4260611608138
83;28;553.4343619075975
86;53;4440.7075084332855
86;55;3390.484388530086
86;72;2684.7477339452753
36;34;1688.3027039245967
36;11;3948.610530065637
36;96;3439.807175254736
9;55;4785.056170855107
9;25;4897.147799018405
9;89;3577.2563282742335
55;9;3620.123465500152
55;86;4184.645068229915
55;12;1992.920812079777
55;44;1640.8890559150964
1;99;3604.586927572248
1;28;1757.4321857836744
1;89;2627.3697410109708
89;13;1913.1905859885233
89;1;1694.1561600307448
89;33;1227.1911873942906
79;53;4646.0996547293225
79;71;3386.088481368423
79;37;540.9410919251272
82;77;1468.4131517315204
82;31;1900.9640455188203
82;35;1230.4013259348867
46;58;2111.6965902191573
46;8;3419.1355414369073
46;21;4486.103317823436
51;29;4926.237901845869
51;10;3545.0400983086442
51;40;547.6183972201599
96;98;3348.9739951562956
96;37;4698.547089462907
96;36;1720.3710187248798
96;53;3823.5287871634137
98;96;2098.5263900758036
98;50;2898.2938456587653
98;33;4604.482412649417
98;78;3451.201122691369
100;90;1017.9130801919441
100;52;2142.255465922123
66;88;585.2520839205181
66;83;2437.785884684775
66;23;2505.8424280246363
33;32;4908.89880439477
33;89;963.215287620566
94;78;1048.9100204134259
94;16;1875.891751575521
94;18;2800.839854135163
94;10;4392.646613693703
65;4;1074.7018580283832
65;51;4248.290900461847
65;75;1526.6942592437176
50;87;1897.9815545046997
49;63;580.0032496178363
49;24;4390.480631236761
49;80;4706.648359865997
28;50;87;70
28;50;87;28
28;54;91;61
28;32;33;53
28;46;58;72
28;61;47;20
28;91;2;53
28;94;10;111
28;37;96;110
28;51;40;79
28;34;36;15
28;89;13;30
28;62;3;40
28;42;10;58
28;95;78;85
28;98;78;11
179;65;75;112
179;43;22;50
179;97;52;14
179;92;26;62
179;92;26;41
179;36;11;85
254;50;87;108
254;91;43;26
254;28;70;96
254;17;25;114
254;74;80;16
254;92;26;113
254;56;5;88
254;34;36;34
254;87;34;57
254;43;22;29
254;87;34;103
271;47;61;68
271;48;30;27
271;88;54;53
271;88;5;116
271;14;39;68
271;34;36;79
381;38;56;79
381;11;92;108
381;98;96;93
381;79;71;30
381;87;34;26
381;11;92;43
381;26;92;55
381;42;57;15
381;58;73;25
381;87;34;115
459;4;65;10
459;87;34;45
459;95;31;77
459;45;54;100
459;36;11;41
459;50;87;51
459;95;76;47
459;39;23;51
459;77;82;35
459;92;26;113
459;92;26;83
459;74;17;76
459;66;23;98
